amp_neuron,input_nbr,tau_in,tau_out,alpha_p,alpha_n,beta_p,beta_n,tau_pre,tau_post,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,gain_in,gain_out,accuracy,accuracy_2,bias_out,seed
0.0005,60000.0,0.03,0.03,0.00075,0.01,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,10.51,11.0,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.01,2.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,16.91,16.91,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.01,2.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,19.91,19.85,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.01,1.5,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,10.68,11.8,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.01,1.5,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,15.909999999999998,15.97,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.01,1.5,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,19.38,19.38,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.01,1.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,11.34,12.46,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.01,1.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,13.52,13.73,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.01,1.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,19.35,19.38,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,10.38,11.87,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,2.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,13.59,13.77,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,2.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.560000000000002,20.56,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,1.5,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,12.16,12.65,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,1.5,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,15.42,15.42,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,1.5,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,20.419999999999998,20.43,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,1.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,12.280000000000001,12.4,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,1.0,1.5,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,10.54,11.71,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.009,1.0,1.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,17.83,17.82,0.0,100.0
0.0005,60000.0,0.03,0.03,0.00075,0.007,2.0,2.0,0.0168,0.0337,1.0,0.2,0.1,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,2.0,,11.01,11.64,0.0,100.0
