input_scale,amp_neuron,vth,input_nbr,tau_in,tau_out,lr,alpha,multiplicative,iterations,presentation_time,pause_time,dt,n_neurons,inhibition_time,tau_ref_in,tau_ref_out,inc_n,tau_n,synapse_layer_1,winit_max,vprog_increment,voltage_clip_max,voltage_clip_min,Vapp_multiplier,gain_in,bias_in,noise_input,accuracy,accuracy_2,seed
1.6,0.000375,0.5,60000.0,0.03,0.03,1.5e-05,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,39.660000000000004,39.0,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,3.75e-05,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,49.419999999999995,49.73,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,6.75e-05,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,52.96999999999999,53.23,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.000125,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,57.199999999999996,57.58,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.0005,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,54.84,55.13,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.001,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,52.55,52.86,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.002,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,54.53,54.77,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.004,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,54.66,54.89,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.008,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,56.76,57.21,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.016,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,41.449999999999996,42.2,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.032,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,38.06,38.42,50.0
1.6,0.000375,0.5,60000.0,0.03,0.03,0.064,0.0,1.0,1.0,0.35,0.0,0.005,10.0,10.0,0.005,0.005,0.01,1.0,0.005,1.0,0.0,1.0,-1.0,1.0,4.0,0.5,0.0,36.620000000000005,37.57,50.0
